Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1703,Pro,2017/07/11,15063.483,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1709,Pro,2017/12/12,16299.125,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1709,Pro,2017/11/14,16299.15,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1709,Pro,2017/11/14,16299.64,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1803,Pro,1970/01/01,17134.1,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1803,Pro,2019/09/10,17134.1006,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1803,Pro,2018/06/12,17134.112,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1803,Pro,2018/08/14,17134.228,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1803,Pro,2018/09/11,17134.285,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1803,Pro,2019/01/08,17134.523,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1803,Pro,2019/03/12,17134.648,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1803,Pro,2019/04/09,17134.706,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1803,Pro,2019/05/19,17134.766,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1803,Pro,2019/06/11,17134.829,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1803,Pro,2019/07/09,17134.885,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1803,Pro,2019/08/13,17134.95,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1809,Pro,2020/02/11,17763.1039,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
