Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2021/05/11,19041.985,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2021/04/13,19041.928,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2021/03/09,19041.867,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2021/02/09,19041.804,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2021/01/12,19041.746,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2020/12/08,19041.685,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2020/11/10,19041.63,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2020/10/13,19041.572,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2020/09/08,19041.508,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2020/08/11,19041.45,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2020/07/14,19041.388,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2020/06/09,19041.329,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2020/05/27,19041.264,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2020/04/16,19041.208,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2021/07/13,19041.111,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2020/07/14,18363.959,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2020/06/09,18363.9,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2020/05/12,18363.836,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2020/04/14,18363.778,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2020/03/12,18363.72,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2020/02/11,18363.657,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2020/01/14,18363.592,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2019/12/10,18363.535,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2019/10/05,18363.418,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2021/04/13,18363.15,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2021/03/09,18363.144,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2020/07/14,18362.959,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2020/05/12,18362.836,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2020/03/12,18362.72,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2020/02/11,18362.657,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2019/12/10,18362.535,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2019/11/12,18362.476,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2019/09/10,18362.356,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2019/03/29,18362.3,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2019/07/09,18362.239,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2019/06/11,18362.175,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows 10,1809,Pro,2020/01/14,17763.973,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
1000,0,Critical,Microsoft-Windows-Mobile-Broadband-Experience-Parser-Task/Operational,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,Error searching for mobile broadband account parser events in channel 'Microsoft-Windows-DeviceSetupManager/Operational'.Error is {error}: {hresult},{error} | {hresult}
