Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2022/10/18,19043.213,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2022/09/20,19043.2006,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2022/08/16,19043.1889,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2022/07/19,19043.1826,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/05/11,19041.985,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/04/13,19041.928,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/03/09,19041.867,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/02/09,19041.804,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2021/01/12,19041.746,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/12/08,19041.685,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/11/10,19041.63,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/10/13,19041.572,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/09/08,19041.508,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/08/11,19041.45,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/07/14,19041.388,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/06/09,19041.329,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/05/27,19041.264,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,2004,Pro,2020/04/16,19041.208,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
2000,0,Error,Microsoft-Windows-StorageManagement/Operational,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,The Windows Storage Provider could not start the remote storage subsystem.Storage Subsystem ID:		{SubsystemID}Storage Subsystem URI:	{SubsystemURI}Username:			{Username}Error Code:			{ErrorCode}Error String:			{ErrorString}Ensure that the remote storage subsystem is online and connected to the network.Check if the user attempting to connect to the subsystem has the necessary permissions.,{SubsystemID} | {SubsystemURI} | {Username} | {ErrorCode} | {ErrorString}
