Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2016,1607,Standard,2016/11/08,14393.447,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2016,1607,Standard,2016/10/12,14393.0,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.230,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.350,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,2019/08/13,17134.950,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,2019/09/10,17134.1006,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,2019/01/08,17763.253,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,2019/03/12,17134.648,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,1970/01/01,17134.1,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,2018/08/14,17134.228,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,2019/01/08,17134.523,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,2019/04/09,17134.706,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,2018/09/11,17134.285,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,2018/06/12,17134.112,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,2019/06/11,17134.829,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,2019/05/19,17134.766,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1803,Pro,2019/07/09,17134.885,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/07/13,19041.1110,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1607,Pro,2016/11/08,14393.447,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/09/10,18362.356,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/11/12,18362.476,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/06/11,18362.175,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/07/14,18362.959,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/05/12,18362.836,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/03/12,18362.720,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/07/09,18362.239,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/12/10,18362.535,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/02/11,18362.657,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/03/29,18362.30,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
1,0,Warning,Application,,,,Windows 10,1809,Pro,2018/12/11,17763.194,Possible detection of CVE: {CVEID}Additional Information: {AdditionalDetails}This Event is generated when an attempt to exploit a known vulnerability ({CVEID}) is detected.This Event is raised by a User mode process.,{CVEID} | {AdditionalDetails} | {CVEID}
